team_fixture_id,team_id,opponent_team_id,gameweek_id,fpl_fixture_id,is_home,difficulty,finished
119,9,23,6,54,1,2,0
120,23,9,6,54,0,2,0
121,11,8,7,64,1,4,0
122,8,11,7,64,0,3,0
123,4,18,7,62,1,4,0
124,18,4,7,62,0,3,0
125,12,14,7,65,1,2,0
126,14,12,7,65,0,3,0
127,20,15,7,67,1,2,0
128,15,20,7,67,0,5,0
129,23,3,7,68,1,3,0
130,3,23,7,68,0,3,0
131,1,29,7,61,1,2,0
132,29,1,7,61,0,3,0
133,5,10,7,63,1,3,0
134,10,5,7,63,0,3,0
135,16,21,7,66,1,4,0
136,21,16,7,66,0,3,0
137,25,2,7,69,1,4,0
138,2,25,7,69,0,3,0
139,31,9,7,70,1,2,0
140,9,31,7,70,0,3,0
141,15,25,8,77,1,3,0
142,25,15,8,77,0,2,0
143,3,20,8,72,1,4,0
144,20,3,8,72,0,4,0
145,2,11,8,71,1,3,0
146,11,2,8,71,0,5,0
147,9,12,8,74,1,2,0
148,12,9,8,74,0,2,0
149,8,31,8,73,1,3,0
150,31,8,8,73,0,4,0
151,10,23,8,75,1,2,0
152,23,10,8,75,0,3,0
153,14,4,8,76,1,3,0
154,4,14,8,76,0,2,0
155,18,5,8,78,1,2,0
156,5,18,8,78,0,4,0
157,21,1,8,79,1,3,0
158,1,21,8,79,0,4,0
159,29,16,8,80,1,2,0
160,16,29,8,80,0,3,0
161,8,21,9,84,1,4,0
162,21,8,9,84,0,4,0
163,1,16,9,82,1,2,0
164,16,1,9,82,0,3,0
165,4,25,9,83,1,3,0
166,25,4,9,83,0,3,0
167,9,29,9,85,1,2,0
168,29,9,9,85,0,2,0
169,14,15,9,86,1,2,0
170,15,14,9,86,0,2,0
171,20,5,9,88,1,2,0
172,5,20,9,88,0,5,0
173,31,10,9,90,1,3,0
174,10,31,9,90,0,3,0
175,3,12,9,81,1,2,0
176,12,3,9,81,0,4,0
177,18,2,9,87,1,4,0
178,2,18,9,87,0,4,0
179,23,11,9,89,1,3,0
180,11,23,9,89,0,3,0
181,11,9,10,94,1,2,0
182,9,11,10,94,0,3,0
183,16,31,10,97,1,3,0
184,31,16,10,97,0,3,0
185,2,14,10,91,1,2,0
186,14,2,10,91,0,5,0
187,12,23,10,95,1,2,0
188,23,12,10,95,0,3,0
189,25,20,10,99,1,4,0
190,20,25,10,99,0,3,0
191,5,4,10,92,1,3,0
192,4,5,10,92,0,3,0
193,10,18,10,93,1,4,0
194,18,10,10,93,0,3,0
195,15,1,10,96,1,3,0
196,1,15,10,96,0,2,0
197,29,8,10,100,1,4,0
198,8,29,10,100,0,3,0
199,21,3,10,98,1,3,0
200,3,21,10,98,0,4,0
201,20,12,11,108,1,2,0
202,12,20,11,108,0,5,0
203,3,29,11,101,1,2,0
204,29,3,11,101,0,4,0
205,1,25,11,102,1,3,0
206,25,1,11,102,0,3,0
207,8,16,11,104,1,2,0
208,16,8,11,104,0,4,0
209,9,10,11,105,1,3,0
210,10,9,11,105,0,2,0
211,31,15,11,110,1,2,0
212,15,31,11,110,0,3,0
213,23,2,11,109,1,4,0
214,2,23,11,109,0,3,0
215,14,5,11,106,1,2,0
216,5,14,11,106,0,2,0
217,18,21,11,107,1,4,0
218,21,18,11,107,0,4,0
219,4,11,11,103,1,3,0
220,11,4,11,103,0,3,0
221,25,8,12,119,1,4,0
222,8,25,12,119,0,3,0
223,16,9,12,117,1,2,0
224,9,16,12,117,0,3,0
225,21,4,12,118,1,3,0
226,4,21,12,118,0,4,0
227,15,3,12,116,1,3,0
228,3,15,12,116,0,2,0
229,11,18,12,114,1,4,0
230,18,11,12,114,0,3,0
231,5,23,12,112,1,2,0
232,23,5,12,112,0,3,0
233,10,14,12,113,1,2,0
234,14,10,12,113,0,3,0
235,12,1,12,115,1,3,0
236,1,12,12,115,0,3,0
237,29,31,12,120,1,3,0
238,31,29,12,120,0,3,0
239,2,20,12,111,1,4,0
240,20,2,12,111,0,5,0
241,3,11,13,121,1,3,0
242,11,3,13,121,0,4,0
243,1,5,13,122,1,2,0
244,5,1,13,122,0,3,0
245,4,2,13,123,1,4,0
246,2,4,13,123,0,3,0
247,8,10,13,124,1,3,0
248,10,8,13,124,0,4,0
249,9,15,13,125,1,2,0
250,15,9,13,125,0,2,0
251,14,25,13,126,1,3,0
252,25,14,13,126,0,2,0
253,18,29,13,127,1,2,0
254,29,18,13,127,0,4,0
255,20,16,13,128,1,2,0
256,16,20,13,128,0,5,0
257,23,21,13,129,1,4,0
258,21,23,13,129,0,3,0
259,31,12,13,130,1,2,0
260,12,31,13,130,0,3,0
261,3,10,14,131,1,3,0
262,10,3,14,131,0,4,0
263,1,14,14,132,1,2,0
264,14,1,14,132,0,3,0
265,4,20,14,133,1,4,0
266,20,4,14,133,0,3,0
267,8,18,14,134,1,4,0
268,18,8,14,134,0,4,0
269,11,12,14,135,1,2,0
270,12,11,14,135,0,3,0
271,16,15,14,136,1,2,0
272,15,16,14,136,0,3,0
273,21,9,14,137,1,2,0
274,9,21,14,137,0,4,0
275,23,29,14,138,1,2,0
276,29,23,14,138,0,3,0
277,25,5,14,139,1,2,0
278,5,25,14,139,0,3,0
279,31,2,14,140,1,4,0
280,2,31,14,140,0,3,0
281,2,1,15,141,1,3,0
282,1,2,15,141,0,5,0
283,5,11,15,142,1,3,0
284,11,5,15,142,0,3,0
285,9,3,15,143,1,3,0
286,3,9,15,143,0,2,0
287,10,21,15,144,1,4,0
288,21,10,15,144,0,3,0
289,12,4,15,145,1,3,0
290,4,12,15,145,0,3,0
291,14,31,15,146,1,3,0
292,31,14,15,146,0,2,0
293,15,23,15,147,1,2,0
294,23,15,15,147,0,2,0
295,18,16,15,148,1,2,0
296,16,18,15,148,0,4,0
297,20,8,15,149,1,4,0
298,8,20,15,149,0,5,0
299,29,25,15,150,1,3,0
300,25,29,15,150,0,3,0
301,2,21,16,151,1,4,0
302,21,2,16,151,0,5,0
303,1,9,16,152,1,2,0
304,9,1,16,152,0,3,0
305,4,23,16,153,1,2,0
306,23,4,16,153,0,3,0
307,5,15,16,154,1,2,0
308,15,5,16,154,0,3,0
309,8,3,16,155,1,3,0
310,3,8,16,155,0,4,0
311,16,12,16,156,1,2,0
312,12,16,16,156,0,3,0
313,18,31,16,157,1,3,0
314,31,18,16,157,0,4,0
315,20,14,16,158,1,2,0
316,14,20,16,158,0,5,0
317,25,11,16,159,1,3,0
318,11,25,16,159,0,3,0
319,29,10,16,160,1,3,0
320,10,29,16,160,0,3,0
321,3,16,17,161,1,2,0
322,16,3,17,161,0,4,0
323,11,29,17,164,1,2,0
324,29,11,17,164,0,3,0
325,12,5,17,165,1,2,0
326,5,12,17,165,0,3,0
327,15,4,17,167,1,3,0
328,4,15,17,167,0,2,0
329,31,1,17,170,1,3,0
330,1,31,17,170,0,3,0
331,14,18,17,166,1,4,0
332,18,14,17,166,0,2,0
333,23,20,17,169,1,4,0
334,20,23,17,169,0,3,0
335,9,8,17,162,1,4,0
336,8,9,17,162,0,2,0
337,21,25,17,168,1,3,0
338,25,21,17,168,0,4,0
339,10,2,17,163,1,4,0
340,2,10,17,163,0,3,0
341,14,16,18,176,1,2,0
342,16,14,18,176,0,2,0
343,31,5,18,180,1,2,0
344,5,31,18,180,0,3,0
345,11,20,18,174,1,4,0
346,20,11,18,174,0,3,0
347,9,4,18,172,1,3,0
348,4,9,18,172,0,2,0
349,10,1,18,173,1,3,0
350,1,10,18,173,0,3,0
351,12,2,18,175,1,4,0
352,2,12,18,175,0,3,0
353,21,29,18,178,1,2,0
354,29,21,18,178,0,4,0
355,23,25,18,179,1,3,0
356,25,23,18,179,0,3,0
357,3,18,18,171,1,4,0
358,18,3,18,171,0,4,0
359,15,8,18,177,1,4,0
360,8,15,18,177,0,2,0
361,16,11,19,186,1,3,0
362,11,16,19,186,0,3,0
363,5,21,19,184,1,4,0
364,21,5,19,184,0,3,0
365,2,15,19,181,1,2,0
366,15,2,19,181,0,5,0
367,4,10,19,183,1,3,0
368,10,4,19,183,0,3,0
369,18,9,19,187,1,2,0
370,9,18,19,187,0,4,0
371,25,12,19,189,1,2,0
372,12,25,19,189,0,3,0
373,29,14,19,190,1,2,0
374,14,29,19,190,0,3,0
375,1,3,19,182,1,3,0
376,3,1,19,182,0,3,0
377,8,23,19,185,1,2,0
378,23,8,19,185,0,4,0
379,20,31,19,188,1,3,0
380,31,20,19,188,0,5,0
381,2,4,20,191,1,3,0
382,4,2,20,191,0,5,0
383,5,1,20,192,1,3,0
384,1,5,20,192,0,3,0
385,11,3,20,194,1,3,0
386,3,11,20,194,0,3,0
387,25,14,20,199,1,2,0
388,14,25,20,199,0,3,0
389,29,18,20,200,1,4,0
390,18,29,20,200,0,3,0
391,10,8,20,193,1,4,0
392,8,10,20,193,0,3,0
393,12,31,20,195,1,3,0
394,31,12,20,195,0,3,0
395,15,9,20,196,1,2,0
396,9,15,20,196,0,2,0
397,16,20,20,197,1,4,0
398,20,16,20,197,0,3,0
399,21,23,20,198,1,2,0
400,23,21,20,198,0,4,0
401,3,21,21,201,1,4,0
402,21,3,21,201,0,4,0
403,1,15,21,202,1,2,0
404,15,1,21,202,0,3,0
405,4,5,21,203,1,2,0
406,5,4,21,203,0,3,0
407,8,29,21,204,1,2,0
408,29,8,21,204,0,4,0
409,9,11,21,205,1,3,0
410,11,9,21,205,0,2,0
411,14,2,21,206,1,4,0
412,2,14,21,206,0,2,0
413,18,10,21,207,1,3,0
414,10,18,21,207,0,4,0
415,20,25,21,208,1,3,0
416,25,20,21,208,0,5,0
417,23,12,21,209,1,2,0
418,12,23,21,209,0,3,0
419,31,16,21,210,1,2,0
420,16,31,21,210,0,3,0
421,2,23,22,211,1,2,0
422,23,2,22,211,0,5,0
423,5,20,22,212,1,4,0
424,20,5,22,212,0,3,0
425,10,31,22,213,1,3,0
426,31,10,22,213,0,3,0
427,11,4,22,214,1,3,0
428,4,11,22,214,0,3,0
429,12,3,22,215,1,3,0
430,3,12,22,215,0,3,0
431,15,14,22,216,1,2,0
432,14,15,22,216,0,2,0
433,16,8,22,217,1,4,0
434,8,16,22,217,0,3,0
435,21,18,22,218,1,4,0
436,18,21,22,218,0,4,0
437,25,1,22,219,1,3,0
438,1,25,22,219,0,3,0
439,29,9,22,220,1,2,0
440,9,29,22,220,0,3,0
441,3,15,23,221,1,2,0
442,15,3,23,221,0,4,0
443,1,12,23,222,1,2,0
444,12,1,23,222,0,3,0
445,4,21,23,223,1,4,0
446,21,4,23,223,0,3,0
447,8,25,23,224,1,3,0
448,25,8,23,224,0,4,0
449,9,16,23,225,1,2,0
450,16,9,23,225,0,2,0
451,14,10,23,226,1,3,0
452,10,14,23,226,0,2,0
453,18,11,23,227,1,3,0
454,11,18,23,227,0,4,0
455,20,2,23,228,1,4,0
456,2,20,23,228,0,5,0
457,23,5,23,229,1,2,0
458,5,23,23,229,0,3,0
459,31,29,23,230,1,2,0
460,29,31,23,230,0,3,0
461,2,18,24,231,1,4,0
462,18,2,24,231,0,5,0
463,5,14,24,232,1,2,0
464,14,5,24,232,0,3,0
465,10,9,24,233,1,2,0
466,9,10,24,233,0,3,0
467,11,23,24,234,1,2,0
468,23,11,24,234,0,3,0
469,12,20,24,235,1,4,0
470,20,12,24,235,0,3,0
471,15,31,24,236,1,3,0
472,31,15,24,236,0,2,0
473,16,1,24,237,1,3,0
474,1,16,24,237,0,3,0
475,21,8,24,238,1,4,0
476,8,21,24,238,0,4,0
477,25,4,24,239,1,3,0
478,4,25,24,239,0,3,0
479,29,3,24,240,1,3,0
480,3,29,24,240,0,3,0
481,3,1,25,241,1,3,0
482,1,3,25,241,0,4,0
483,9,18,25,242,1,4,0
484,18,9,25,242,0,2,0
485,10,4,25,243,1,3,0
486,4,10,25,243,0,3,0
487,11,16,25,244,1,2,0
488,16,11,25,244,0,3,0
489,12,25,25,245,1,3,0
490,25,12,25,245,0,3,0
491,14,29,25,246,1,2,0
492,29,14,25,246,0,2,0
493,15,2,25,247,1,4,0
494,2,15,25,247,0,2,0
495,21,5,25,248,1,2,0
496,5,21,25,248,0,4,0
497,23,8,25,249,1,4,0
498,8,23,25,249,0,3,0
499,31,20,25,250,1,4,0
500,20,31,25,250,0,3,0
501,2,12,26,251,1,2,0
502,12,2,26,251,0,5,0
503,1,10,26,252,1,3,0
504,10,1,26,252,0,3,0
505,4,9,26,253,1,2,0
506,9,4,26,253,0,3,0
507,5,31,26,254,1,3,0
508,31,5,26,254,0,3,0
509,8,15,26,255,1,2,0
510,15,8,26,255,0,4,0
511,16,3,26,256,1,3,0
512,3,16,26,256,0,3,0
513,18,14,26,257,1,2,0
514,14,18,26,257,0,4,0
515,20,23,26,258,1,2,0
516,23,20,26,258,0,5,0
517,25,21,26,259,1,4,0
518,21,25,26,259,0,3,0
519,29,11,26,260,1,3,0
520,11,29,26,260,0,3,0
521,3,8,27,261,1,4,0
522,8,3,27,261,0,4,0
523,9,1,27,262,1,3,0
524,1,9,27,262,0,2,0
525,10,29,27,263,1,2,0
526,29,10,27,263,0,3,0
527,11,25,27,264,1,3,0
528,25,11,27,264,0,3,0
529,12,16,27,265,1,2,0
530,16,12,27,265,0,3,0
531,14,20,27,266,1,4,0
532,20,14,27,266,0,2,0
533,15,5,27,267,1,2,0
534,5,15,27,267,0,2,0
535,21,2,27,268,1,4,0
536,2,21,27,268,0,4,0
537,23,4,27,269,1,3,0
538,4,23,27,269,0,3,0
539,31,18,27,270,1,4,0
540,18,31,27,270,0,3,0
541,2,10,28,271,1,3,0
542,10,2,28,271,0,5,0
543,1,31,28,272,1,3,0
544,31,1,28,272,0,3,0
545,4,15,28,273,1,2,0
546,15,4,28,273,0,3,0
547,5,12,28,274,1,2,0
548,12,5,28,274,0,3,0
549,8,9,28,275,1,2,0
550,9,8,28,275,0,4,0
551,16,14,28,276,1,2,0
552,14,16,28,276,0,3,0
553,18,3,28,277,1,3,0
554,3,18,28,277,0,4,0
555,20,11,28,278,1,3,0
556,11,20,28,278,0,5,0
557,25,23,28,279,1,2,0
558,23,25,28,279,0,3,0
559,29,21,28,280,1,4,0
560,21,29,28,280,0,3,0
561,3,14,29,281,1,2,0
562,14,3,29,281,0,4,0
563,1,23,29,282,1,2,0
564,23,1,29,282,0,3,0
565,8,2,29,283,1,4,0
566,2,8,29,283,0,4,0
567,9,20,29,284,1,4,0
568,20,9,29,284,0,2,0
569,10,12,29,285,1,2,0
570,12,10,29,285,0,3,0
571,16,5,29,286,1,2,0
572,5,16,29,286,0,3,0
573,18,15,29,287,1,2,0
574,15,18,29,287,0,4,0
575,21,11,29,288,1,3,0
576,11,21,29,288,0,4,0
577,31,25,29,290,1,3,0
578,25,31,29,290,0,3,0
579,29,4,29,289,1,3,0
580,4,29,29,289,0,3,0
581,2,29,30,291,1,2,0
582,29,2,30,291,0,5,0
583,4,1,30,292,1,3,0
584,1,4,30,292,0,3,0
585,5,9,30,293,1,2,0
586,9,5,30,293,0,3,0
587,11,31,30,294,1,3,0
588,31,11,30,294,0,3,0
589,12,18,30,295,1,4,0
590,18,12,30,295,0,3,0
591,14,8,30,296,1,4,0
592,8,14,30,296,0,2,0
593,15,10,30,297,1,3,0
594,10,15,30,297,0,2,0
595,20,21,30,298,1,4,0
596,21,20,30,298,0,5,0
597,23,16,30,299,1,2,0
598,16,23,30,299,0,3,0
599,25,3,30,300,1,3,0
600,3,25,30,300,0,3,0
601,3,5,31,301,1,2,0
602,5,3,31,301,0,4,0
603,1,20,31,302,1,4,0
604,20,1,31,302,0,3,0
605,8,12,31,303,1,2,0
606,12,8,31,303,0,4,0
607,9,2,31,304,1,4,0
608,2,9,31,304,0,2,0
609,10,11,31,305,1,3,0
610,11,10,31,305,0,3,0
611,16,25,31,306,1,3,0
612,25,16,31,306,0,3,0
613,18,23,31,307,1,2,0
614,23,18,31,307,0,4,0
615,21,14,31,308,1,2,0
616,14,21,31,308,0,4,0
617,31,4,31,310,1,3,0
618,4,31,31,310,0,3,0
619,29,15,31,309,1,2,0
620,15,29,31,309,0,3,0
621,2,3,32,311,1,3,0
622,3,2,32,311,0,5,0
623,4,16,32,312,1,2,0
624,16,4,32,312,0,3,0
625,5,8,32,313,1,4,0
626,8,5,32,313,0,3,0
627,11,1,32,314,1,3,0
628,1,11,32,314,0,3,0
629,12,29,32,315,1,2,0
630,29,12,32,315,0,3,0
631,14,9,32,316,1,2,0
632,9,14,32,316,0,2,0
633,15,21,32,317,1,4,0
634,21,15,32,317,0,2,0
635,20,10,32,318,1,3,0
636,10,20,32,318,0,5,0
637,23,31,32,319,1,3,0
638,31,23,32,319,0,3,0
639,25,18,32,320,1,4,0
640,18,25,32,320,0,3,0
641,3,9,33,321,1,2,0
642,9,3,33,321,0,4,0
643,1,2,33,322,1,4,0
644,2,1,33,322,0,3,0
645,4,12,33,323,1,2,0
646,12,4,33,323,0,3,0
647,8,20,33,324,1,4,0
648,20,8,33,324,0,4,0
649,11,5,33,325,1,2,0
650,5,11,33,325,0,3,0
651,16,18,33,326,1,4,0
652,18,16,33,326,0,3,0
653,21,10,33,327,1,3,0
654,10,21,33,327,0,4,0
655,23,15,33,328,1,2,0
656,15,23,33,328,0,3,0
657,25,29,33,329,1,2,0
658,29,25,33,329,0,3,0
659,31,14,33,330,1,2,0
660,14,31,33,330,0,3,0
661,2,31,34,331,1,3,0
662,31,2,34,331,0,5,0
663,5,25,34,332,1,3,0
664,25,5,34,332,0,3,0
665,9,21,34,333,1,4,0
666,21,9,34,333,0,2,0
667,10,3,34,334,1,3,0
668,3,10,34,334,0,3,0
669,12,11,34,335,1,3,0
670,11,12,34,335,0,3,0
671,14,1,34,336,1,3,0
672,1,14,34,336,0,2,0
673,15,16,34,337,1,2,0
674,16,15,34,337,0,2,0
675,18,8,34,338,1,4,0
676,8,18,34,338,0,4,0
677,20,4,34,339,1,3,0
678,4,20,34,339,0,5,0
679,29,23,34,340,1,2,0
680,23,29,34,340,0,3,0
681,1,21,35,341,1,4,0
682,21,1,35,341,0,3,0
683,4,3,35,342,1,3,0
684,3,4,35,342,0,3,0
685,5,29,35,343,1,2,0
686,29,5,35,343,0,3,0
687,11,14,35,344,1,2,0
688,14,11,35,344,0,3,0
689,12,15,35,345,1,2,0
690,15,12,35,345,0,3,0
691,16,2,35,346,1,4,0
692,2,16,35,346,0,3,0
693,20,18,35,347,1,4,0
694,18,20,35,347,0,5,0
695,23,9,35,348,1,2,0
696,9,23,35,348,0,3,0
697,25,10,35,349,1,3,0
698,10,25,35,349,0,3,0
699,31,8,35,350,1,4,0
700,8,31,35,350,0,3,0
701,2,25,36,351,1,3,0
702,25,2,36,351,0,5,0
703,3,23,36,352,1,2,0
704,23,3,36,352,0,4,0
705,8,11,36,353,1,3,0
706,11,8,36,353,0,4,0
707,9,31,36,354,1,3,0
708,31,9,36,354,0,2,0
709,10,5,36,355,1,2,0
710,5,10,36,355,0,3,0
711,14,12,36,356,1,2,0
712,12,14,36,356,0,2,0
713,15,20,36,357,1,4,0
714,20,15,36,357,0,2,0
715,18,4,36,358,1,3,0
716,4,18,36,358,0,4,0
717,21,16,36,359,1,2,0
718,16,21,36,359,0,4,0
719,29,1,36,360,1,3,0
720,1,29,36,360,0,3,0
721,1,8,37,361,1,4,0
722,8,1,37,361,0,3,0
723,4,14,37,362,1,2,0
724,14,4,37,362,0,3,0
725,5,18,37,363,1,4,0
726,18,5,37,363,0,3,0
727,11,2,37,364,1,4,0
728,2,11,37,364,0,3,0
729,12,9,37,365,1,2,0
730,9,12,37,365,0,3,0
731,16,29,37,366,1,2,0
732,29,16,37,366,0,3,0
733,20,3,37,367,1,3,0
734,3,20,37,367,0,5,0
735,23,10,37,368,1,3,0
736,10,23,37,368,0,3,0
737,25,15,37,369,1,2,0
738,15,25,37,369,0,3,0
739,31,21,37,370,1,4,0
740,21,31,37,370,0,3,0
741,2,5,38,371,1,2,0
742,5,2,38,371,0,5,0
743,3,31,38,372,1,3,0
744,31,3,38,372,0,4,0
745,8,4,38,373,1,3,0
746,4,8,38,373,0,4,0
747,9,25,38,374,1,3,0
748,25,9,38,374,0,2,0
749,10,16,38,375,1,2,0
750,16,10,38,375,0,3,0
751,14,23,38,376,1,2,0
752,23,14,38,376,0,2,0
753,15,11,38,377,1,3,0
754,11,15,38,377,0,2,0
755,18,1,38,378,1,3,0
756,1,18,38,378,0,4,0
757,21,12,38,379,1,2,0
758,12,21,38,379,0,4,0
759,29,20,38,380,1,4,0
760,20,29,38,380,0,3,0
